"id","G","region","age_band","income","credit_score","employment_yrs","score","Y","Yhat","ZG"
3902,1,0,"18-30",46404,756,11.2,0.8589,1,1,2
3903,0,1,"51+",33151,778,16.3,0.913,1,1,1
3904,1,1,"31-50",40387,716,11.1,0.8181,1,1,3
3905,1,0,"18-30",53332,687,10,0.9142,1,1,2
3906,1,0,"18-30",18857,566,11,0.0669,0,0,2
3907,1,0,"51+",37811,741,9.6,0.8324,0,1,2
3908,0,1,"18-30",32432,768,11.3,0.764,1,1,1
3909,0,0,"18-30",40265,618,8,0.2278,0,0,0
3910,0,0,"18-30",26205,622,7,0.1967,0,0,0
3911,1,1,"18-30",36593,735,10.9,0.6735,1,1,3
3912,0,0,"31-50",29075,631,0,0.0576,0,0,0
3913,1,0,"31-50",42490,558,5.5,0.3214,0,0,2
3914,1,1,"31-50",39798,592,10.7,0.195,1,0,3
3915,0,0,"31-50",37688,723,14,0.6599,0,1,0
3916,0,1,"18-30",29611,747,1,0.3311,0,0,1
3917,1,0,"31-50",37644,649,12.9,0.5153,0,1,2
3918,1,0,"18-30",38768,725,11.8,0.8899,1,1,2
3919,0,0,"31-50",32095,531,12.8,0.1285,1,0,0
3920,0,1,"31-50",24187,619,10.5,0.11,0,0,1
3921,1,1,"31-50",53957,643,3.2,0.6611,1,1,3
3922,1,0,"18-30",50419,686,10.6,0.8218,1,1,2
3923,0,1,"18-30",32897,601,6.9,0.0417,0,0,1
3924,1,1,"31-50",40400,645,6.8,0.449,0,0,3
3925,1,0,"31-50",34249,677,4.8,0.4546,0,0,2
3926,1,1,"31-50",42499,602,11.9,0.4122,1,0,3
3927,0,0,"31-50",22503,568,6.5,0.0225,0,0,0
3928,0,0,"31-50",38046,699,7.4,0.5992,0,1,0
3929,1,0,"31-50",23905,601,2.8,0.0375,0,0,2
3930,0,1,"18-30",25708,716,5.7,0.2031,0,0,1
3931,0,1,"18-30",49637,536,15.8,0.4805,1,0,1
3932,0,1,"18-30",33376,623,0,0.2111,0,0,1
3933,0,1,"18-30",31933,489,15,0.181,0,0,1
3934,1,0,"31-50",39064,681,5.3,0.6166,0,1,2
3935,1,1,"18-30",35843,686,9.2,0.7354,0,1,3
3936,0,0,"51+",41590,685,3.4,0.8049,1,1,0
3937,1,1,"31-50",38100,601,7.9,0.3462,0,0,3
3938,1,1,"51+",45722,498,3.4,0.1037,0,0,3
3939,0,1,"51+",48598,616,3.9,0.2822,1,0,1
3940,0,1,"51+",46422,538,0,0.1474,0,0,1
3941,0,1,"31-50",30258,620,14.2,0.2412,1,0,1
3942,1,1,"31-50",39639,736,11.2,0.756,1,1,3
3943,1,0,"31-50",46388,715,5.5,0.8648,1,1,2
3944,1,1,"31-50",33630,744,7,0.6722,1,1,3
3945,1,0,"51+",32164,699,10.9,0.2832,1,0,2
3946,0,1,"51+",36566,646,0,0.1909,1,0,1
3947,0,0,"51+",45162,756,9.6,0.9689,1,1,0
3948,0,1,"31-50",31588,661,8.6,0.1384,0,0,1
3949,1,0,"31-50",41306,709,12.4,0.8922,1,1,2
3950,1,0,"31-50",26642,730,4.5,0.392,1,0,2
3951,0,0,"31-50",42410,614,7.8,0.1377,1,0,0
3952,0,1,"31-50",29407,603,9.5,0.1553,0,0,1
3953,0,1,"31-50",37535,546,11.7,0.272,1,0,1
3954,1,1,"31-50",32226,670,6.2,0.2475,0,0,3
3955,1,0,"18-30",34922,715,13.5,0.7325,1,1,2
3956,1,0,"31-50",57697,635,12.8,0.8788,1,1,2
3957,1,0,"51+",55598,699,8.9,0.9481,1,1,2
3958,1,0,"31-50",33771,674,1.1,0.2608,0,0,2
3959,0,1,"51+",40048,668,0.9,0.3505,0,0,1
3960,1,1,"18-30",33728,624,4.3,0.1936,1,0,3
3961,0,1,"18-30",30750,615,8.5,0.3235,0,0,1
3962,0,1,"18-30",41028,609,9.4,0.4926,1,0,1
3963,0,1,"18-30",32894,639,7.3,0.2095,1,0,1
3964,0,0,"51+",46232,671,11.4,0.7234,0,1,0
3965,1,1,"31-50",48832,647,10.9,0.7491,1,1,3
3966,1,1,"51+",28087,548,12.2,0.1026,0,0,3
3967,1,0,"31-50",33746,628,11.3,0.6205,1,1,2
3968,1,0,"31-50",32640,584,6.5,0.099,0,0,2
3969,0,0,"51+",40340,588,8.2,0.2911,1,0,0
3970,1,0,"18-30",34457,689,6,0.7171,1,1,2
3971,1,0,"18-30",32182,689,3.8,0.246,1,0,2
3972,0,0,"51+",31791,747,10.9,0.7188,0,1,0
3973,1,0,"31-50",33315,653,4.6,0.5865,0,1,2
3974,0,1,"31-50",27881,599,9.1,0.1187,0,0,1
3975,0,0,"51+",43628,640,8.3,0.2961,0,0,0
3976,0,1,"51+",25765,583,3.5,0.0443,0,0,1
3977,1,1,"51+",26444,712,10.8,0.438,1,0,3
3978,0,0,"31-50",43541,661,6.8,0.3778,0,0,0
3979,0,1,"51+",46302,656,7.2,0.7796,1,1,1
3980,1,1,"18-30",50491,741,5.3,0.891,1,1,3
3981,1,0,"51+",36010,780,7.5,0.8821,1,1,2
3982,0,1,"31-50",43465,611,8.6,0.4844,0,0,1
3983,0,1,"31-50",31744,723,9.1,0.4942,1,0,1
3984,1,0,"31-50",42504,687,5.3,0.5514,0,1,2
3985,0,1,"31-50",25510,752,4.1,0.4737,0,0,1
3986,0,1,"51+",40041,754,11.3,0.8971,1,1,1
3987,1,0,"31-50",28262,731,6.6,0.6721,1,1,2
3988,1,0,"31-50",30604,787,8.6,0.7087,1,1,2
3989,1,0,"31-50",28611,664,5.2,0.3635,0,0,2
3990,1,0,"31-50",50093,580,4.3,0.2312,1,0,2
3991,1,0,"31-50",25914,659,9.7,0.3474,0,0,2
3992,1,1,"31-50",43950,568,6.1,0.221,0,0,3
3993,0,0,"18-30",41437,657,7.3,0.4985,1,0,0
3994,0,0,"31-50",45548,627,11,0.669,1,1,0
3995,0,1,"18-30",49829,641,8.8,0.5708,1,1,1
3996,1,0,"31-50",28769,602,7,0.1309,0,0,2
3997,0,1,"31-50",42234,655,5.2,0.5042,1,1,1
3998,0,1,"51+",22736,687,11,0.6153,1,1,1
3999,1,0,"18-30",39571,656,14.2,0.5363,1,1,2
4000,1,1,"18-30",47645,668,9.6,0.678,1,1,3
4001,1,1,"31-50",35534,634,0.4,0.1552,0,0,3
4002,0,1,"31-50",35003,628,14,0.6429,1,1,1
4003,0,0,"18-30",48521,582,2.6,0.3785,0,0,0
4004,0,1,"31-50",35304,569,7.7,0.1394,0,0,1
4005,1,1,"51+",34212,679,16.2,0.615,1,1,3
4006,1,0,"51+",44648,591,8,0.2082,1,0,2
4007,0,0,"18-30",27522,549,10,0.0981,0,0,0
4008,1,0,"31-50",38679,688,1.9,0.393,0,0,2
4009,0,1,"51+",40689,680,9.1,0.481,0,0,1
4010,0,0,"51+",27329,696,6.5,0.2056,1,0,0
4011,1,1,"31-50",51331,590,0,0.5614,0,1,3
4012,0,0,"31-50",42539,755,8,0.8842,0,1,0
4013,1,1,"31-50",39015,656,2.3,0.48,1,0,3
4014,1,1,"51+",45954,729,7.4,0.7736,1,1,3
4015,1,0,"51+",50624,563,11.6,0.6569,0,1,2
4016,0,1,"51+",22880,688,11.7,0.4122,0,0,1
4017,0,1,"18-30",39011,667,6.7,0.5395,1,1,1
4018,0,1,"31-50",23028,672,6.5,0.1232,0,0,1
4019,1,0,"51+",36538,796,5.8,0.9596,1,1,2
4020,1,0,"51+",51999,706,5.3,0.8932,1,1,2
4021,1,1,"31-50",45565,721,4.5,0.9026,1,1,3
4022,0,1,"31-50",48241,646,3.5,0.4486,1,0,1
4023,0,0,"18-30",38922,648,0,0.2565,1,0,0
4024,1,0,"31-50",47595,696,6.5,0.8518,1,1,2
4025,0,1,"18-30",13843,678,6.9,0.073,0,0,1
4026,0,0,"18-30",22904,577,9.4,0.0293,0,0,0
4027,0,1,"18-30",36222,663,7.4,0.2819,1,0,1
4028,0,0,"51+",16166,606,11.1,0.065,0,0,0
4029,1,1,"51+",37269,577,1.3,0.0829,0,0,3
4030,0,1,"31-50",29008,635,8.6,0.1293,0,0,1
4031,0,0,"31-50",37667,537,5.6,0.1884,0,0,0
4032,1,1,"51+",40224,641,5.5,0.4964,1,0,3
4033,1,1,"31-50",47560,686,8.3,0.8018,1,1,3
4034,0,0,"31-50",28723,564,5.7,0.0674,0,0,0
4035,1,0,"51+",40707,578,8,0.3356,0,0,2
4036,0,0,"31-50",23962,744,7.8,0.3104,1,0,0
4037,1,1,"31-50",45096,693,6.3,0.6469,1,1,3
4038,0,1,"51+",24316,616,3.2,0.1003,0,0,1
4039,0,0,"18-30",39808,728,9.1,0.7926,1,1,0
4040,0,1,"31-50",55335,586,9.4,0.5623,0,1,1
4041,0,1,"31-50",33680,677,8.3,0.4004,1,0,1
4042,0,0,"51+",38633,617,9.1,0.4218,1,0,0
4043,0,0,"31-50",43569,680,8,0.7919,1,1,0
4044,1,0,"51+",43959,705,3.7,0.7641,1,1,2
4045,0,1,"51+",44406,694,8.8,0.6277,1,1,1
4046,1,0,"51+",32365,689,14.4,0.7472,1,1,2
4047,0,0,"18-30",19311,685,7.5,0.1146,0,0,0
4048,1,0,"31-50",44389,601,4.1,0.4296,0,0,2
4049,1,1,"51+",38912,746,3.7,0.8029,0,1,3
4050,0,0,"18-30",30485,511,3.7,0.0719,0,0,0
4051,1,1,"18-30",41440,535,11.2,0.451,0,0,3
4052,0,0,"18-30",25449,586,5.3,0.1278,0,0,0
4053,1,1,"31-50",30900,674,6.1,0.2938,1,0,3
4054,1,0,"51+",48780,683,11.4,0.875,1,1,2
4055,1,1,"51+",49118,744,7,0.9534,1,1,3
4056,0,1,"31-50",32350,714,9.7,0.5537,1,1,1
4057,0,0,"31-50",44192,600,3.7,0.2714,0,0,0
4058,1,0,"51+",45542,714,6,0.7007,1,1,2
4059,1,1,"51+",42030,705,15.4,0.765,1,1,3
4060,0,1,"51+",19834,724,1.8,0.1977,0,0,1
4061,1,0,"31-50",49116,671,11.6,0.6668,1,1,2
4062,1,1,"51+",53184,703,7.4,0.8881,1,1,3
4063,1,0,"18-30",41616,638,9.9,0.6065,0,1,2
4064,1,1,"51+",39218,679,14.9,0.6084,1,1,3
4065,0,0,"18-30",35095,589,7.9,0.2323,0,0,0
4066,0,0,"51+",34786,514,5.9,0.0315,0,0,0
4067,0,0,"31-50",22847,719,3.7,0.2084,1,0,0
4068,1,1,"18-30",33633,716,6.1,0.6145,0,1,3
4069,1,0,"31-50",49748,649,8.6,0.7877,1,1,2
4070,1,1,"31-50",39329,594,7.6,0.5473,0,1,3
4071,0,0,"18-30",31611,537,1.6,0.0152,0,0,0
4072,0,1,"31-50",39350,610,9.2,0.4807,1,0,1
4073,1,1,"51+",49968,704,8,0.8068,1,1,3
4074,1,1,"18-30",33429,717,8,0.476,0,0,3
4075,0,1,"51+",34503,637,12.2,0.5721,1,1,1
4076,0,0,"31-50",29206,604,5,0.0623,0,0,0
4077,0,1,"51+",36197,744,10,0.7471,1,1,1
4078,0,1,"18-30",46055,628,9.9,0.3871,1,0,1
4079,1,1,"18-30",49861,676,11.7,0.8676,1,1,3
4080,0,0,"18-30",36063,597,10.5,0.5274,0,1,0
4081,1,1,"51+",39048,696,6,0.5401,0,1,3
4082,1,1,"31-50",35543,717,8.9,0.7349,1,1,3
4083,0,1,"51+",18279,679,7.9,0.0855,0,0,1
4084,0,1,"18-30",25706,671,11.1,0.1515,0,0,1
4085,1,1,"18-30",41558,763,7.1,0.8593,0,1,3
4086,0,1,"31-50",22449,679,3.7,0.1164,0,0,1
4087,1,1,"18-30",43649,615,11.8,0.7712,0,1,3
4088,0,1,"51+",37929,588,9.4,0.162,0,0,1
4089,0,0,"31-50",27687,595,7.8,0.1488,0,0,0
4090,0,0,"18-30",35922,606,4.2,0.1289,0,0,0
4091,1,1,"51+",44933,797,10.2,0.9056,1,1,3
4092,1,0,"31-50",30779,629,5.2,0.1249,0,0,2
4093,1,0,"51+",24466,671,13,0.3332,1,0,2
4094,1,0,"18-30",45460,710,13.5,0.9381,1,1,2
4095,1,0,"31-50",49637,648,11.7,0.8038,1,1,2
4096,0,1,"51+",50222,731,8.4,0.8426,1,1,1
4097,1,1,"31-50",43636,578,8.3,0.1903,0,0,3
4098,0,1,"31-50",21808,724,4.5,0.2629,0,0,1
4099,1,1,"18-30",31236,727,5.4,0.5828,0,1,3
4100,0,0,"18-30",30280,800,6.6,0.7209,1,1,0
4101,1,1,"51+",46530,661,15.1,0.8426,1,1,3
4102,1,1,"31-50",42574,689,13.4,0.7585,1,1,3
4103,1,1,"51+",38525,775,14.1,0.9007,1,1,3
4104,0,1,"51+",26523,538,7.6,0.0642,0,0,1
4105,0,0,"31-50",39802,632,6.4,0.5741,0,1,0
4106,1,1,"51+",47061,669,7.3,0.6328,1,1,3
4107,0,0,"18-30",41833,614,5.1,0.223,1,0,0
4108,0,0,"31-50",23209,701,12.1,0.3232,0,0,0
4109,1,1,"51+",47066,647,6.4,0.476,1,0,3
4110,0,0,"51+",23845,599,7.4,0.0656,0,0,0
4111,0,0,"31-50",37365,669,8.6,0.2722,1,0,0
4112,1,0,"31-50",49392,658,9.6,0.6673,1,1,2
4113,1,0,"31-50",34754,694,9.2,0.4308,1,0,2
4114,0,1,"18-30",41178,532,4.2,0.0706,0,0,1
4115,0,0,"18-30",30737,649,7.1,0.4723,1,0,0
4116,1,0,"31-50",42510,750,4,0.7868,0,1,2
4117,0,0,"51+",52058,582,5.6,0.2661,0,0,0
4118,1,0,"31-50",39383,524,15.2,0.4247,0,0,2
4119,0,1,"31-50",27845,681,6.1,0.2209,0,0,1
4120,0,1,"18-30",30712,507,3.5,0.0242,0,0,1
4121,0,0,"31-50",30754,622,6.4,0.2193,0,0,0
4122,0,1,"51+",40129,739,2.7,0.736,0,1,1
4123,1,1,"18-30",30484,608,11.8,0.153,1,0,3
4124,1,0,"51+",34957,580,9.2,0.1336,0,0,2
4125,0,0,"18-30",40482,654,2.7,0.2522,0,0,0
4126,0,1,"18-30",35034,665,7.9,0.3285,0,0,1
4127,0,0,"31-50",53789,627,6.1,0.4064,1,0,0
4128,0,0,"51+",35969,666,9,0.6117,1,1,0
4129,0,1,"18-30",28573,660,8,0.3631,0,0,1
4130,1,0,"31-50",32206,770,0.3,0.4115,0,0,2
4131,1,0,"31-50",50096,741,0.6,0.9344,1,1,2
4132,1,1,"18-30",33747,736,8.8,0.8014,1,1,3
4133,1,1,"31-50",41218,626,9.9,0.6532,1,1,3
4134,0,0,"31-50",28896,529,0,0.0228,0,0,0
4135,0,1,"51+",43468,630,3.4,0.5618,0,1,1
4136,1,1,"18-30",45493,587,6.2,0.4753,0,0,3
4137,1,0,"18-30",40789,745,12.5,0.8659,0,1,2
4138,1,0,"18-30",51795,631,15.7,0.8176,1,1,2
4139,1,0,"51+",27545,656,0,0.0826,0,0,2
4140,0,1,"18-30",32955,779,5.9,0.9285,1,1,1
4141,0,1,"31-50",23488,646,13.1,0.0649,0,0,1
4142,0,0,"31-50",35865,562,8.2,0.2127,1,0,0
4143,1,1,"31-50",46995,741,8.2,0.8261,1,1,3
4144,1,0,"31-50",42880,538,12.8,0.6462,0,1,2
4145,1,0,"31-50",33136,755,8.5,0.7777,1,1,2
4146,0,1,"18-30",31319,761,8.6,0.7744,1,1,1
4147,1,0,"31-50",35570,490,2.5,0.0672,0,0,2
4148,1,0,"31-50",36447,637,9.2,0.1434,0,0,2
4149,0,1,"18-30",32349,636,12.8,0.2176,0,0,1
4150,1,0,"31-50",45841,671,14,0.872,1,1,2
4151,1,0,"51+",31817,705,6.6,0.3532,1,0,2
4152,1,0,"51+",36362,675,5.4,0.3504,1,0,2
4153,0,1,"31-50",45358,617,8.1,0.4525,0,0,1
4154,0,0,"31-50",40501,636,8.6,0.2052,1,0,0
4155,1,0,"31-50",46637,710,8.5,0.8745,1,1,2
4156,0,0,"31-50",44553,604,8.7,0.4408,0,0,0
4157,1,1,"31-50",42215,615,9,0.5942,0,1,3
4158,0,1,"18-30",41485,690,7.1,0.4613,0,0,1
4159,1,1,"31-50",35711,702,10.7,0.553,0,1,3
4160,0,0,"31-50",24889,574,9.5,0.0609,0,0,0
4161,1,1,"31-50",32390,762,10.4,0.9004,1,1,3
4162,1,1,"31-50",33727,609,7.9,0.3836,0,0,3
4163,1,1,"31-50",27422,649,10,0.3677,0,0,3
4164,1,1,"18-30",48323,690,6.6,0.7945,0,1,3
4165,0,0,"31-50",28486,652,6.8,0.2641,0,0,0
4166,1,0,"18-30",25855,596,8.6,0.1579,0,0,2
4167,1,0,"51+",31335,633,9.8,0.3356,0,0,2
4168,1,0,"31-50",30678,770,10.5,0.7965,0,1,2
4169,1,1,"18-30",24696,602,11.4,0.4728,0,0,3
4170,0,0,"18-30",37442,612,5.4,0.2318,0,0,0
4171,1,0,"31-50",41850,684,4.7,0.4872,1,0,2
4172,0,1,"18-30",19798,636,6.9,0.1914,0,0,1
4173,1,0,"31-50",52876,630,9.5,0.5931,1,1,2
4174,1,1,"31-50",34542,615,4.3,0.1598,1,0,3
4175,1,1,"31-50",36033,595,13,0.2618,1,0,3
4176,0,0,"51+",30225,622,2.9,0.1356,1,0,0
4177,1,1,"31-50",19407,739,10.4,0.4193,0,0,3
4178,1,1,"31-50",42524,786,1.7,0.8286,1,1,3
4179,1,1,"51+",38382,744,3.6,0.6488,1,1,3
4180,1,0,"18-30",37316,620,14.9,0.6145,1,1,2
4181,0,0,"18-30",39621,719,5.7,0.6999,0,1,0
4182,0,1,"51+",36515,658,5.2,0.1994,0,0,1
4183,0,0,"31-50",28826,626,3.4,0.0603,0,0,0
4184,0,1,"18-30",31460,554,7.6,0.0513,0,0,1
4185,1,0,"51+",27240,663,6.3,0.2746,1,0,2
4186,1,0,"51+",62744,650,10.3,0.9126,1,1,2
4187,1,0,"31-50",31506,744,4.7,0.3616,0,0,2
4188,1,1,"31-50",34308,718,5.5,0.453,1,0,3
4189,1,1,"51+",53101,752,1.3,0.8914,1,1,3
4190,0,1,"31-50",36693,594,0,0.1154,0,0,1
4191,1,0,"31-50",29350,566,4.7,0.2013,0,0,2
4192,0,0,"31-50",37947,577,9.7,0.1646,0,0,0
4193,1,0,"51+",34914,646,11.6,0.5577,0,1,2
4194,0,0,"18-30",32037,598,7.3,0.1127,0,0,0
4195,1,1,"31-50",47259,667,7.3,0.8253,1,1,3
4196,1,0,"51+",31929,824,14.4,0.9343,1,1,2
4197,0,1,"18-30",26897,477,5.2,0.0264,0,0,1
4198,0,1,"31-50",34457,646,10.7,0.5885,1,1,1
4199,0,1,"31-50",23656,656,7.4,0.1612,1,0,1
4200,0,0,"31-50",33787,639,8.8,0.3478,0,0,0
4201,1,1,"18-30",27547,634,9.4,0.1992,0,0,3
4202,1,1,"31-50",33832,627,14.7,0.4016,0,0,3
4203,0,1,"31-50",49656,716,9.2,0.7913,1,1,1
4204,1,0,"51+",44538,684,10.3,0.686,0,1,2
4205,0,0,"31-50",32778,686,9.2,0.5207,0,1,0
4206,1,0,"31-50",30724,586,7.3,0.0501,0,0,2
4207,1,1,"31-50",46357,677,4.4,0.739,1,1,3
4208,0,0,"51+",25473,521,4.5,0.0081,0,0,0
4209,0,0,"51+",29894,648,4.5,0.4137,1,0,0
4210,1,0,"31-50",31473,637,6.7,0.3798,1,0,2
4211,1,0,"18-30",34855,749,9.8,0.839,0,1,2
4212,0,1,"31-50",40539,660,8.1,0.421,0,0,1
4213,1,1,"51+",34967,747,10.1,0.714,1,1,3
4214,1,0,"31-50",51929,776,9.3,0.9536,1,1,2
4215,1,1,"31-50",41871,720,1.2,0.5627,1,1,3
4216,0,1,"51+",33938,666,5.9,0.1831,1,0,1
4217,0,1,"18-30",23481,628,6.5,0.1106,1,0,1
4218,1,0,"31-50",42683,563,10.7,0.5216,1,1,2
4219,0,1,"18-30",33255,643,9.1,0.2423,0,0,1
4220,1,0,"31-50",45173,691,4.6,0.5176,1,1,2
4221,1,0,"31-50",32245,668,3.3,0.4089,0,0,2
4222,1,0,"51+",53450,530,6.7,0.3187,1,0,2
4223,1,0,"31-50",42858,643,13.2,0.6754,0,1,2
4224,1,0,"18-30",32478,669,8.4,0.5077,1,1,2
4225,1,0,"18-30",40476,654,6.6,0.6283,1,1,2
4226,1,0,"18-30",40789,677,17.4,0.8392,0,1,2
4227,0,1,"31-50",36596,780,3.2,0.5398,1,1,1
4228,1,0,"51+",28683,515,9,0.0466,0,0,2
4229,0,0,"51+",40802,563,6.7,0.0758,0,0,0
4230,1,0,"31-50",32473,733,4.6,0.3176,1,0,2
4231,1,1,"51+",35850,691,5.8,0.467,0,0,3
4232,0,1,"31-50",38197,608,11.8,0.5533,0,1,1
4233,1,1,"18-30",36618,585,9.7,0.3324,0,0,3
4234,0,0,"31-50",32609,646,11.6,0.6545,1,1,0
4235,0,0,"18-30",27211,628,7.2,0.2122,0,0,0
4236,1,0,"31-50",33337,556,15.1,0.1026,0,0,2
4237,1,1,"18-30",44836,609,6.6,0.349,0,0,3
4238,1,1,"31-50",47804,698,8.9,0.9452,0,1,3
4239,1,0,"18-30",30754,597,10.6,0.21,1,0,2
4240,1,0,"18-30",34290,704,4.8,0.5539,0,1,2
4241,1,1,"18-30",34798,717,4.8,0.5589,0,1,3
4242,0,0,"31-50",20397,630,13.9,0.1628,0,0,0
4243,1,1,"18-30",38267,673,12.7,0.5456,0,1,3
4244,1,1,"31-50",41918,686,15.4,0.8748,0,1,3
4245,0,0,"31-50",33633,677,10.4,0.4364,0,0,0
4246,1,0,"51+",37420,566,8.2,0.4237,0,0,2
4247,0,1,"18-30",39128,566,7.6,0.158,0,0,1
4248,1,1,"18-30",61914,607,6.6,0.9216,1,1,3
4249,0,1,"51+",15421,706,5.5,0.118,0,0,1
4250,0,1,"51+",19953,831,9,0.5088,0,1,1
4251,0,0,"18-30",36130,693,4.3,0.4586,0,0,0
4252,1,0,"18-30",51858,725,8.4,0.9634,1,1,2
4253,1,1,"18-30",27527,524,17.2,0.1493,0,0,3
4254,0,1,"31-50",33168,559,2.2,0.0417,0,0,1
4255,1,1,"18-30",49880,633,9.9,0.6853,1,1,3
4256,0,0,"18-30",41083,642,6.6,0.4672,1,0,0
4257,0,0,"18-30",34874,606,11.6,0.3084,0,0,0
4258,0,1,"18-30",34307,701,4.7,0.5857,0,1,1
4259,0,0,"31-50",38908,651,2.7,0.2352,0,0,0
4260,1,1,"18-30",38276,531,5,0.1186,0,0,3
4261,1,1,"18-30",53228,653,10.8,0.7775,1,1,3
4262,1,0,"18-30",35540,595,14.8,0.8144,0,1,2
4263,1,0,"31-50",34595,661,6.1,0.4328,1,0,2
4264,0,1,"31-50",41585,732,5.2,0.5529,1,1,1
4265,1,1,"31-50",43284,611,7.5,0.2263,1,0,3
4266,0,0,"31-50",44430,715,6.2,0.8592,1,1,0
4267,0,0,"31-50",17048,575,1.7,0.0364,0,0,0
4268,1,0,"18-30",38869,625,9.4,0.3405,0,0,2
4269,1,0,"51+",36759,686,7,0.6066,1,1,2
4270,0,0,"31-50",31017,635,1.2,0.123,0,0,0
4271,1,0,"31-50",48248,844,12.2,0.9763,1,1,2
4272,0,1,"18-30",22769,521,7.3,0.0153,0,0,1
4273,1,1,"31-50",41020,678,6.8,0.7309,1,1,3
4274,1,0,"18-30",49121,774,14,0.9378,1,1,2
4275,1,1,"51+",45617,663,9.5,0.5869,1,1,3
4276,1,0,"31-50",25425,669,2.9,0.1901,0,0,2
4277,0,1,"51+",29892,701,10.3,0.3893,0,0,1
4278,1,1,"18-30",32174,644,10,0.6487,0,1,3
4279,1,1,"31-50",32596,698,12.1,0.6294,1,1,3
4280,1,1,"31-50",33062,792,0,0.7295,1,1,3
4281,0,0,"31-50",39725,662,3.7,0.6292,0,1,0
4282,0,1,"51+",25648,648,3.2,0.2392,0,0,1
4283,1,1,"51+",46397,587,8.6,0.3979,1,0,3
4284,0,0,"18-30",34225,619,8,0.1196,1,0,0
4285,1,0,"31-50",30421,615,4.7,0.1447,0,0,2
4286,0,1,"31-50",35980,588,6.2,0.2984,1,0,1
4287,1,0,"31-50",49109,699,9.5,0.5853,1,1,2
4288,0,0,"51+",36872,707,7.1,0.7478,1,1,0
4289,0,1,"31-50",41728,556,9.1,0.2743,0,0,1
4290,1,1,"18-30",43025,614,11.2,0.5275,1,1,3
4291,1,0,"31-50",41025,536,7.8,0.2176,0,0,2
4292,1,1,"51+",22842,661,7.6,0.0728,0,0,3
4293,1,0,"31-50",48062,752,6.5,0.8431,1,1,2
4294,1,0,"31-50",27542,671,5.9,0.5331,0,1,2
4295,0,1,"31-50",23001,661,10,0.1872,0,0,1
4296,1,0,"31-50",43873,618,7.9,0.3257,1,0,2
4297,1,0,"51+",43354,570,7.2,0.2344,0,0,2
4298,1,0,"18-30",42633,680,6.4,0.5483,1,1,2
4299,1,1,"31-50",53462,573,15.9,0.8203,1,1,3
4300,1,0,"31-50",47646,595,1.3,0.4505,1,0,2
4301,0,0,"31-50",29195,663,5.9,0.1844,0,0,0
4302,0,0,"18-30",25268,662,3.9,0.0716,0,0,0
4303,0,0,"18-30",46242,645,9.5,0.7825,0,1,0
4304,0,0,"18-30",31852,699,6.6,0.337,0,0,0
4305,0,0,"18-30",33831,625,2.8,0.2346,0,0,0
4306,0,0,"31-50",43753,657,9.1,0.6619,1,1,0
4307,0,1,"31-50",30838,579,4.4,0.0501,0,0,1
4308,1,1,"51+",36612,586,8.1,0.2115,0,0,3
4309,0,1,"51+",27845,650,13.1,0.3335,0,0,1
4310,1,1,"51+",46029,596,4.9,0.3461,0,0,3
4311,1,0,"18-30",33146,720,4.4,0.4731,1,0,2
4312,0,1,"31-50",16775,511,6.1,0.0132,0,0,1
4313,1,1,"51+",31444,735,13.6,0.8939,1,1,3
4314,1,0,"31-50",39057,631,8.7,0.6051,0,1,2
4315,1,1,"31-50",32464,758,0.9,0.5714,1,1,3
4316,0,0,"18-30",36247,598,2.4,0.1464,0,0,0
4317,1,0,"31-50",42504,667,15.3,0.8992,0,1,2
4318,0,0,"31-50",21116,564,2.4,0.0336,0,0,0
4319,0,1,"31-50",31934,619,0.3,0.0476,0,0,1
4320,1,0,"31-50",47229,804,2.8,0.8927,1,1,2
4321,1,0,"18-30",43090,809,5.7,0.9467,0,1,2
4322,1,0,"31-50",40848,588,7.7,0.6218,0,1,2
4323,0,0,"31-50",19704,642,6.3,0.1043,0,0,0
4324,0,1,"31-50",35095,686,6.8,0.5501,0,1,1
4325,1,1,"31-50",51122,787,10.7,0.9718,1,1,3
4326,1,0,"51+",50025,678,6.3,0.8232,1,1,2
4327,1,1,"18-30",36262,778,8.9,0.7998,1,1,3
4328,1,1,"31-50",47287,711,11.6,0.9369,0,1,3
4329,0,1,"51+",41063,600,4.2,0.2368,0,0,1
4330,1,1,"51+",51253,688,6.8,0.7282,1,1,3
4331,1,0,"31-50",46541,594,12,0.7014,0,1,2
4332,0,1,"31-50",22693,653,0,0.0451,0,0,1
4333,1,1,"51+",46074,689,8.9,0.7245,0,1,3
4334,0,0,"31-50",17584,644,10.2,0.0547,0,0,0
4335,1,1,"31-50",48969,777,11.9,0.9112,1,1,3
4336,1,0,"51+",50269,614,7.9,0.6882,1,1,2
4337,0,0,"31-50",35963,782,5.1,0.7974,1,1,0
4338,1,1,"18-30",24459,722,8.5,0.3626,0,0,3
4339,1,1,"18-30",48543,678,7.3,0.8218,1,1,3
4340,1,1,"31-50",47376,601,6.8,0.6095,0,1,3
4341,1,0,"51+",50366,538,15.3,0.48,1,0,2
4342,0,0,"31-50",32695,554,5.8,0.1258,0,0,0
4343,1,1,"31-50",39592,681,2.4,0.6334,0,1,3
4344,1,0,"31-50",50783,628,1.2,0.3419,0,0,2
4345,1,1,"51+",44680,587,3.4,0.5027,0,1,3
